,tic,share_price,model_name,action,no_of_shares_for_action,amount_for_action,balance_left,total_asset_value,return_ratio,total_no_of_shares
698,INFY.NS,1528.16,sac,sell,0.0,0.0,337.05,1520168.5472593997,1.52,0.0
699,TCS.NS,3172.93,sac,buy,0.0,0.0,337.05,1520168.5472593997,1.52,479.0
700,INFY.NS,1536.43,sac,sell,0.0,0.0,337.05,1530286.0472593997,1.53,0.0
701,TCS.NS,3194.05,sac,buy,0.0,0.0,337.05,1530286.0472593997,1.53,479.0
702,INFY.NS,1576.23,sac,sell,0.0,0.0,337.05,1535320.9222593997,1.54,0.0
703,TCS.NS,3204.56,sac,buy,0.0,0.0,337.05,1535320.9222593997,1.54,479.0
704,INFY.NS,1576.48,sac,sell,0.0,0.0,337.05,1533650.6722593997,1.53,0.0
705,TCS.NS,3201.07,sac,buy,0.0,0.0,337.05,1533650.6722593997,1.53,479.0
706,INFY.NS,1589.81,sac,sell,0.0,0.0,337.05,1526348.7972593997,1.53,0.0
707,TCS.NS,3185.83,sac,buy,0.0,0.0,337.05,1526348.7972593997,1.53,479.0
708,INFY.NS,1588.47,sac,sell,0.0,0.0,337.05,1519381.0472593997,1.52,0.0
709,TCS.NS,3171.28,sac,buy,0.0,0.0,337.05,1519381.0472593997,1.52,479.0
710,INFY.NS,1591.5,sac,sell,0.0,0.0,337.05,1526468.1722593997,1.53,0.0
711,TCS.NS,3186.08,sac,buy,0.0,0.0,337.05,1526468.1722593997,1.53,479.0
712,INFY.NS,1602.8,sac,sell,0.0,0.0,337.05,1525513.6722593997,1.53,0.0
713,TCS.NS,3184.08,sac,buy,0.0,0.0,337.05,1525513.6722593997,1.53,479.0
714,INFY.NS,1596.35,sac,sell,0.0,0.0,337.05,1511983.7972593997,1.51,0.0
715,TCS.NS,3155.84,sac,buy,0.0,0.0,337.05,1511983.7972593997,1.51,479.0
716,INFY.NS,1617.22,sac,sell,0.0,0.0,337.05,1536776.5472593997,1.54,0.0
717,TCS.NS,3207.6,sac,buy,0.0,0.0,337.05,1536776.5472593997,1.54,479.0
718,INFY.NS,1640.66,sac,sell,0.0,0.0,337.05,1568036.0472593997,1.57,0.0
719,TCS.NS,3272.86,sac,buy,0.0,0.0,337.05,1568036.0472593997,1.57,479.0
720,INFY.NS,1634.76,sac,sell,0.0,0.0,337.05,1562810.1722593997,1.56,0.0
721,TCS.NS,3261.95,sac,buy,0.0,0.0,337.05,1562810.1722593997,1.56,479.0
722,INFY.NS,1639.02,sac,sell,0.0,0.0,337.05,1567582.6722593997,1.57,0.0
723,TCS.NS,3271.91,sac,buy,0.0,0.0,337.05,1567582.6722593997,1.57,479.0
724,INFY.NS,1635.7,sac,sell,0.0,0.0,337.05,1579919.4222593997,1.58,0.0
725,TCS.NS,3297.67,sac,buy,0.0,0.0,337.05,1579919.4222593997,1.58,479.0
726,INFY.NS,1648.69,sac,sell,0.0,0.0,337.05,1586075.9222593997,1.59,0.0
727,TCS.NS,3310.52,sac,buy,0.0,0.0,337.05,1586075.9222593997,1.59,479.0
728,INFY.NS,1662.52,sac,sell,0.0,0.0,337.05,1591420.9222593997,1.59,0.0
729,TCS.NS,3321.68,sac,buy,0.0,0.0,337.05,1591420.9222593997,1.59,479.0
730,INFY.NS,1662.81,sac,sell,0.0,0.0,337.05,1596336.6722593997,1.6,0.0
731,TCS.NS,3331.94,sac,buy,0.0,0.0,337.05,1596336.6722593997,1.6,479.0
732,INFY.NS,1674.76,sac,sell,0.0,0.0,337.05,1599939.7972593997,1.6,0.0
733,TCS.NS,3339.46,sac,buy,0.0,0.0,337.05,1599939.7972593997,1.6,479.0
734,INFY.NS,1697.16,sac,sell,0.0,0.0,337.05,1653224.0472593997,1.65,0.0
735,TCS.NS,3450.7,sac,buy,0.0,0.0,337.05,1653224.0472593997,1.65,479.0
736,INFY.NS,1689.43,sac,sell,0.0,0.0,337.05,1657781.6722593997,1.66,0.0
737,TCS.NS,3460.22,sac,buy,0.0,0.0,337.05,1657781.6722593997,1.66,479.0
738,INFY.NS,1726.35,sac,sell,0.0,0.0,337.05,1696009.0472593997,1.7,0.0
739,TCS.NS,3540.02,sac,buy,0.0,0.0,337.05,1696009.0472593997,1.7,479.0
740,INFY.NS,1718.22,sac,sell,0.0,0.0,337.05,1699588.4222593997,1.7,0.0
741,TCS.NS,3547.5,sac,buy,0.0,0.0,337.05,1699588.4222593997,1.7,479.0
742,INFY.NS,1717.73,sac,sell,0.0,0.0,337.05,1699087.2972593997,1.7,0.0
743,TCS.NS,3546.45,sac,buy,0.0,0.0,337.05,1699087.2972593997,1.7,479.0
744,INFY.NS,1723.48,sac,sell,0.0,0.0,337.05,1736264.5472593997,1.74,0.0
745,TCS.NS,3624.07,sac,buy,0.0,0.0,337.05,1736264.5472593997,1.74,479.0
746,INFY.NS,1705.73,sac,sell,0.0,0.0,337.05,1724715.2972593997,1.72,0.0
747,TCS.NS,3599.95,sac,buy,0.0,0.0,337.05,1724715.2972593997,1.72,479.0
748,INFY.NS,1720.3,sac,sell,0.0,0.0,337.05,1746573.0472593997,1.75,0.0
749,TCS.NS,3645.59,sac,buy,0.0,0.0,337.05,1746573.0472593997,1.75,479.0
750,INFY.NS,1712.52,sac,sell,0.0,0.0,337.05,1752705.6722593997,1.75,0.0
751,TCS.NS,3658.39,sac,buy,0.0,0.0,337.05,1752705.6722593997,1.75,479.0
752,INFY.NS,1693.79,sac,sell,0.0,0.0,337.05,1775756.5472593997,1.78,0.0
753,TCS.NS,3706.51,sac,buy,0.0,0.0,337.05,1775756.5472593997,1.78,479.0
754,INFY.NS,1683.13,sac,sell,0.0,0.0,337.05,1766760.5472593997,1.77,0.0
755,TCS.NS,3687.73,sac,buy,0.0,0.0,337.05,1766760.5472593997,1.77,479.0
756,INFY.NS,1691.46,sac,sell,0.0,0.0,337.05,1807397.7972593997,1.81,0.0
757,TCS.NS,3772.57,sac,buy,0.0,0.0,337.05,1807397.7972593997,1.81,479.0
758,INFY.NS,1663.01,sac,sell,0.0,0.0,337.05,1773274.7972593997,1.77,0.0
759,TCS.NS,3701.33,sac,buy,0.0,0.0,337.05,1773274.7972593997,1.77,479.0
760,INFY.NS,1674.26,sac,sell,0.0,0.0,337.05,1831403.1722593997,1.83,0.0
761,TCS.NS,3822.68,sac,buy,0.0,0.0,337.05,1831403.1722593997,1.83,479.0
762,INFY.NS,1685.71,sac,sell,0.0,0.0,337.05,1833932.5472593997,1.83,0.0
763,TCS.NS,3827.97,sac,buy,0.0,0.0,337.05,1833932.5472593997,1.83,479.0
764,INFY.NS,1715.2,sac,sell,0.0,0.0,337.05,1838681.1722593997,1.84,0.0
765,TCS.NS,3837.88,sac,buy,0.0,0.0,337.05,1838681.1722593997,1.84,479.0
766,INFY.NS,1691.66,sac,sell,0.0,0.0,337.05,1821452.5472593997,1.82,0.0
767,TCS.NS,3801.91,sac,buy,0.0,0.0,337.05,1821452.5472593997,1.82,479.0
768,INFY.NS,1678.38,sac,sell,0.0,0.0,337.05,1801527.6722593997,1.8,0.0
769,TCS.NS,3760.31,sac,buy,0.0,0.0,337.05,1801527.6722593997,1.8,479.0
770,INFY.NS,1676.74,sac,sell,0.0,0.0,337.05,1809760.1722593997,1.81,0.0
771,TCS.NS,3777.5,sac,buy,0.0,0.0,337.05,1809760.1722593997,1.81,479.0
772,INFY.NS,1677.04,sac,sell,0.0,0.0,337.05,1835507.5472593997,1.84,0.0
773,TCS.NS,3831.25,sac,buy,0.0,0.0,337.05,1835507.5472593997,1.84,479.0
774,INFY.NS,1671.34,sac,sell,0.0,0.0,337.05,1854859.6722593997,1.85,0.0
775,TCS.NS,3871.65,sac,buy,0.0,0.0,337.05,1854859.6722593997,1.85,479.0
776,INFY.NS,1696.42,sac,sell,0.0,0.0,337.05,1887622.6722593997,1.89,0.0
777,TCS.NS,3940.05,sac,buy,0.0,0.0,337.05,1887622.6722593997,1.89,479.0
778,INFY.NS,1687.3,sac,sell,0.0,0.0,337.05,1863163.7972593997,1.86,0.0
779,TCS.NS,3888.99,sac,buy,0.0,0.0,337.05,1863163.7972593997,1.86,479.0
780,INFY.NS,1676.44,sac,sell,0.0,0.0,337.05,1827155.6722593997,1.83,0.0
781,TCS.NS,3813.82,sac,buy,0.0,0.0,337.05,1827155.6722593997,1.83,479.0
782,INFY.NS,1673.02,sac,sell,0.0,0.0,337.05,1825079.6722593997,1.83,0.0
783,TCS.NS,3809.48,sac,buy,0.0,0.0,337.05,1825079.6722593997,1.83,479.0
784,INFY.NS,1703.35,sac,sell,0.0,0.0,337.05,1843907.0472593997,1.84,0.0
785,TCS.NS,3848.79,sac,buy,0.0,0.0,337.05,1843907.0472593997,1.84,479.0
786,INFY.NS,1701.82,sac,sell,0.0,0.0,337.05,1843525.0472593997,1.84,0.0
787,TCS.NS,3847.99,sac,buy,0.0,0.0,337.05,1843525.0472593997,1.84,479.0
788,INFY.NS,1727.24,sac,sell,0.0,0.0,337.05,1846913.6722593997,1.85,0.0
789,TCS.NS,3855.07,sac,buy,0.0,0.0,337.05,1846913.6722593997,1.85,479.0
790,INFY.NS,1748.36,sac,sell,0.0,0.0,337.05,1847892.0472593997,1.85,0.0
791,TCS.NS,3857.11,sac,buy,0.0,0.0,337.05,1847892.0472593997,1.85,479.0
792,INFY.NS,1706.03,sac,sell,0.0,0.0,337.05,1831498.6722593997,1.83,0.0
793,TCS.NS,3822.88,sac,buy,0.0,0.0,337.05,1831498.6722593997,1.83,479.0
794,INFY.NS,1672.28,sac,sell,0.0,0.0,337.05,1803913.9222593997,1.8,0.0
795,TCS.NS,3765.3,sac,buy,0.0,0.0,337.05,1803913.9222593997,1.8,479.0
796,INFY.NS,1677.38,sac,sell,0.0,0.0,337.05,1809998.6722593997,1.81,0.0
797,TCS.NS,3778.0,sac,buy,0.0,0.0,337.05,1809998.6722593997,1.81,479.0
798,INFY.NS,1660.48,sac,sell,0.0,0.0,337.05,1802195.9222593997,1.8,0.0
799,TCS.NS,3761.71,sac,buy,0.0,0.0,337.05,1802195.9222593997,1.8,479.0
800,INFY.NS,1650.52,sac,sell,0.0,0.0,337.05,1780552.7972593997,1.78,0.0
801,TCS.NS,3716.53,sac,buy,0.0,0.0,337.05,1780552.7972593997,1.78,479.0
802,INFY.NS,1664.0,sac,sell,0.0,0.0,337.05,1801122.0472593997,1.8,0.0
803,TCS.NS,3759.47,sac,buy,0.0,0.0,337.05,1801122.0472593997,1.8,479.0
804,INFY.NS,1677.93,sac,sell,0.0,0.0,337.05,1829756.7972593997,1.83,0.0
805,TCS.NS,3819.25,sac,buy,0.0,0.0,337.05,1829756.7972593997,1.83,479.0
806,INFY.NS,1658.85,sac,sell,0.0,0.0,337.05,1819066.4222593997,1.82,0.0
807,TCS.NS,3796.93,sac,buy,0.0,0.0,337.05,1819066.4222593997,1.82,479.0
808,INFY.NS,1676.15,sac,sell,0.0,0.0,337.05,1858200.4222593997,1.86,0.0
809,TCS.NS,3878.63,sac,buy,0.0,0.0,337.05,1858200.4222593997,1.86,479.0
810,INFY.NS,1708.71,sac,sell,0.0,0.0,337.05,1878602.5472593997,1.88,0.0
811,TCS.NS,3921.22,sac,buy,0.0,0.0,337.05,1878602.5472593997,1.88,479.0
812,INFY.NS,1676.1,sac,sell,0.0,0.0,337.05,1759267.6722593997,1.76,0.0
813,TCS.NS,3672.09,sac,buy,0.0,0.0,337.05,1759267.6722593997,1.76,479.0
814,INFY.NS,1670.35,sac,sell,0.0,0.0,337.05,1743638.0472593997,1.74,0.0
815,TCS.NS,3639.46,sac,buy,0.0,0.0,337.05,1743638.0472593997,1.74,479.0
816,INFY.NS,1694.19,sac,sell,0.0,0.0,337.05,1744759.5472593997,1.74,0.0
817,TCS.NS,3641.8,sac,buy,0.0,0.0,337.05,1744759.5472593997,1.74,479.0
818,INFY.NS,1700.68,sac,sell,0.0,0.0,337.05,1727187.1722593997,1.73,0.0
819,TCS.NS,3605.12,sac,buy,0.0,0.0,337.05,1727187.1722593997,1.73,479.0
820,INFY.NS,1776.41,sac,sell,0.0,0.0,337.05,1744257.4222593997,1.74,0.0
821,TCS.NS,3640.75,sac,buy,0.0,0.0,337.05,1744257.4222593997,1.74,479.0
822,INFY.NS,1806.14,sac,sell,0.0,0.0,337.05,1738041.2972593997,1.74,0.0
823,TCS.NS,3627.78,sac,buy,0.0,0.0,337.05,1738041.2972593997,1.74,479.0
824,INFY.NS,1786.52,sac,sell,0.0,0.0,337.05,1725944.0472593997,1.73,0.0
825,TCS.NS,3602.52,sac,buy,0.0,0.0,337.05,1725944.0472593997,1.73,479.0
826,INFY.NS,1738.24,sac,sell,0.0,0.0,337.05,1689436.5472593997,1.69,0.0
827,TCS.NS,3526.3,sac,buy,0.0,0.0,337.05,1689436.5472593997,1.69,479.0
828,INFY.NS,1704.69,sac,sell,0.0,0.0,337.05,1673346.4222593997,1.67,0.0
829,TCS.NS,3492.71,sac,buy,0.0,0.0,337.05,1673346.4222593997,1.67,479.0
830,INFY.NS,1692.55,sac,sell,0.0,0.0,337.05,1670525.2972593997,1.67,0.0
831,TCS.NS,3486.82,sac,buy,0.0,0.0,337.05,1670525.2972593997,1.67,479.0
832,INFY.NS,1703.7,sac,sell,0.0,0.0,337.05,1665576.2972593997,1.67,0.0
833,TCS.NS,3476.49,sac,buy,0.0,0.0,337.05,1665576.2972593997,1.67,479.0
834,INFY.NS,1728.95,sac,sell,0.0,0.0,337.05,1668995.1722593997,1.67,0.0
835,TCS.NS,3483.63,sac,buy,0.0,0.0,337.05,1668995.1722593997,1.67,479.0
836,INFY.NS,1703.9,sac,sell,0.0,0.0,337.05,1636432.4222593997,1.64,0.0
837,TCS.NS,3415.65,sac,buy,0.0,0.0,337.05,1636432.4222593997,1.64,479.0
838,INFY.NS,1667.75,sac,sell,0.0,0.0,337.05,1625004.4222593997,1.63,0.0
839,TCS.NS,3391.79,sac,buy,0.0,0.0,337.05,1625004.4222593997,1.63,479.0
840,INFY.NS,1700.05,sac,sell,0.0,0.0,337.05,1662611.6722593997,1.66,0.0
841,TCS.NS,3470.3,sac,buy,0.0,0.0,337.05,1662611.6722593997,1.66,479.0
842,INFY.NS,1697.9,sac,sell,0.0,0.0,337.05,1666341.4222593997,1.67,0.0
843,TCS.NS,3478.09,sac,buy,0.0,0.0,337.05,1666341.4222593997,1.67,479.0
844,INFY.NS,1702.5,sac,sell,0.0,0.0,337.05,1670190.5472593997,1.67,0.0
845,TCS.NS,3486.12,sac,buy,0.0,0.0,337.05,1670190.5472593997,1.67,479.0
846,INFY.NS,1708.7,sac,sell,0.0,0.0,337.05,1678032.2972593997,1.68,0.0
847,TCS.NS,3502.5,sac,buy,0.0,0.0,337.05,1678032.2972593997,1.68,479.0
848,INFY.NS,1737.5,sac,sell,0.0,0.0,337.05,1675211.1722593997,1.68,0.0
849,TCS.NS,3496.61,sac,buy,0.0,0.0,337.05,1675211.1722593997,1.68,479.0
850,INFY.NS,1742.5,sac,sell,0.0,0.0,337.05,1676621.7972593997,1.68,0.0
851,TCS.NS,3499.55,sac,buy,0.0,0.0,337.05,1676621.7972593997,1.68,479.0
852,INFY.NS,1740.15,sac,sell,0.0,0.0,337.05,1666389.1722593997,1.67,0.0
853,TCS.NS,3478.19,sac,buy,0.0,0.0,337.05,1666389.1722593997,1.67,479.0
854,INFY.NS,1733.3,sac,sell,0.0,0.0,337.05,1668254.0472593997,1.67,0.0
855,TCS.NS,3482.08,sac,buy,0.0,0.0,337.05,1668254.0472593997,1.67,479.0
856,INFY.NS,1780.2,sac,sell,0.0,0.0,337.05,1686352.4222593997,1.69,0.0
857,TCS.NS,3519.86,sac,buy,0.0,0.0,337.05,1686352.4222593997,1.69,479.0
858,INFY.NS,1787.15,sac,sell,0.0,0.0,337.05,1699382.1722593997,1.7,0.0
859,TCS.NS,3547.07,sac,buy,0.0,0.0,337.05,1699382.1722593997,1.7,479.0
860,INFY.NS,1792.3,sac,sell,0.0,0.0,337.05,1700864.4222593997,1.7,0.0
861,TCS.NS,3550.16,sac,buy,0.0,0.0,337.05,1700864.4222593997,1.7,479.0
862,INFY.NS,1787.45,sac,sell,0.0,0.0,337.05,1684367.9222593997,1.68,0.0
863,TCS.NS,3515.72,sac,buy,0.0,0.0,337.05,1684367.9222593997,1.68,479.0
864,INFY.NS,1779.4,sac,sell,0.0,0.0,337.05,1662277.0472593997,1.66,0.0
865,TCS.NS,3469.6,sac,buy,0.0,0.0,337.05,1662277.0472593997,1.66,479.0
866,INFY.NS,1759.4,sac,sell,0.0,0.0,337.05,1654004.7972593997,1.65,0.0
867,TCS.NS,3452.33,sac,buy,0.0,0.0,337.05,1654004.7972593997,1.65,479.0
868,INFY.NS,1736.9,sac,sell,0.0,0.0,337.05,1656802.0472593997,1.66,0.0
869,TCS.NS,3458.17,sac,buy,0.0,0.0,337.05,1656802.0472593997,1.66,479.0
870,INFY.NS,1696.0,sac,sell,0.0,0.0,337.05,1646784.6722593997,1.65,0.0
871,TCS.NS,3437.26,sac,buy,0.0,0.0,337.05,1646784.6722593997,1.65,479.0
872,INFY.NS,1722.4,sac,sell,0.0,0.0,337.05,1648027.7972593997,1.65,0.0
873,TCS.NS,3439.86,sac,buy,0.0,0.0,337.05,1648027.7972593997,1.65,479.0
874,INFY.NS,1691.65,sac,sell,0.0,0.0,337.05,1648482.1722593997,1.65,0.0
875,TCS.NS,3440.8,sac,buy,0.0,0.0,337.05,1648482.1722593997,1.65,479.0
876,INFY.NS,1696.35,sac,sell,0.0,0.0,337.05,1674852.6722593997,1.67,0.0
877,TCS.NS,3495.86,sac,buy,0.0,0.0,337.05,1674852.6722593997,1.67,479.0
878,INFY.NS,1712.65,sac,sell,0.0,0.0,337.05,1687834.6722593997,1.69,0.0
879,TCS.NS,3522.96,sac,buy,0.0,0.0,337.05,1687834.6722593997,1.69,479.0
880,INFY.NS,1714.9,sac,sell,0.0,0.0,337.05,1711097.1722593997,1.71,0.0
881,TCS.NS,3571.52,sac,buy,0.0,0.0,337.05,1711097.1722593997,1.71,479.0
882,INFY.NS,1748.25,sac,sell,0.0,0.0,337.05,1742225.1722593997,1.74,0.0
883,TCS.NS,3636.51,sac,buy,0.0,0.0,337.05,1742225.1722593997,1.74,479.0
884,INFY.NS,1735.55,sac,sell,0.0,0.0,337.05,1741053.7972593997,1.74,0.0
885,TCS.NS,3634.06,sac,buy,0.0,0.0,337.05,1741053.7972593997,1.74,479.0
886,INFY.NS,1695.3,sac,sell,0.0,0.0,337.05,1691301.2972593997,1.69,0.0
887,TCS.NS,3530.2,sac,buy,0.0,0.0,337.05,1691301.2972593997,1.69,479.0
888,INFY.NS,1711.65,sac,sell,0.0,0.0,337.05,1714300.7972593997,1.71,0.0
889,TCS.NS,3578.21,sac,buy,0.0,0.0,337.05,1714300.7972593997,1.71,479.0
890,INFY.NS,1753.35,sac,sell,0.0,0.0,337.05,1734574.6722593997,1.73,0.0
891,TCS.NS,3620.54,sac,buy,0.0,0.0,337.05,1734574.6722593997,1.73,479.0
892,INFY.NS,1763.45,sac,sell,0.0,0.0,337.05,1722549.0472593997,1.72,0.0
893,TCS.NS,3595.43,sac,buy,0.0,0.0,337.05,1722549.0472593997,1.72,479.0
894,INFY.NS,1759.25,sac,sell,0.0,0.0,337.05,1739308.5472593997,1.74,0.0
895,TCS.NS,3630.42,sac,buy,0.0,0.0,337.05,1739308.5472593997,1.74,479.0
896,INFY.NS,1744.65,sac,sell,0.0,0.0,337.05,1726326.4222593997,1.73,0.0
897,TCS.NS,3603.32,sac,buy,0.0,0.0,337.05,1726326.4222593997,1.73,479.0
898,INFY.NS,1752.15,sac,sell,0.0,0.0,337.05,1733092.5472593997,1.73,0.0
899,TCS.NS,3617.44,sac,buy,0.0,0.0,337.05,1733092.5472593997,1.73,479.0
900,INFY.NS,1734.2,sac,sell,0.0,0.0,337.05,1707534.9222593997,1.71,0.0
901,TCS.NS,3564.09,sac,buy,0.0,0.0,337.05,1707534.9222593997,1.71,479.0
902,INFY.NS,1771.6,sac,sell,0.0,0.0,337.05,1712914.1722593997,1.71,0.0
903,TCS.NS,3575.32,sac,buy,0.0,0.0,337.05,1712914.1722593997,1.71,479.0
904,INFY.NS,1820.85,sac,sell,0.0,0.0,337.05,1714229.0472593997,1.71,0.0
905,TCS.NS,3578.06,sac,buy,0.0,0.0,337.05,1714229.0472593997,1.71,479.0
906,INFY.NS,1798.9,sac,sell,0.0,0.0,337.05,1701103.5472593997,1.7,0.0
907,TCS.NS,3550.66,sac,buy,0.0,0.0,337.05,1701103.5472593997,1.7,479.0
908,INFY.NS,1811.6,sac,sell,0.0,0.0,337.05,1725681.0472593997,1.73,0.0
909,TCS.NS,3601.97,sac,buy,0.0,0.0,337.05,1725681.0472593997,1.73,479.0
910,INFY.NS,1824.7,sac,sell,0.0,0.0,337.05,1736415.6722593997,1.74,0.0
911,TCS.NS,3624.38,sac,buy,0.0,0.0,337.05,1736415.6722593997,1.74,479.0
912,INFY.NS,1857.6,sac,sell,0.0,0.0,337.05,1751692.7972593997,1.75,0.0
913,TCS.NS,3656.28,sac,buy,0.0,0.0,337.05,1751692.7972593997,1.75,479.0
914,INFY.NS,1863.5,sac,sell,0.0,0.0,337.05,1755613.6722593997,1.76,0.0
915,TCS.NS,3664.46,sac,buy,0.0,0.0,337.05,1755613.6722593997,1.76,479.0
916,INFY.NS,1866.15,sac,sell,0.0,0.0,337.05,1767663.4222593997,1.77,0.0
917,TCS.NS,3689.62,sac,buy,0.0,0.0,337.05,1767663.4222593997,1.77,479.0
918,INFY.NS,1888.0,sac,sell,0.0,0.0,337.05,1772660.1722593997,1.77,0.0
919,TCS.NS,3700.05,sac,buy,0.0,0.0,337.05,1772660.1722593997,1.77,479.0
920,INFY.NS,1885.55,sac,sell,0.0,0.0,337.05,1766993.9222593997,1.77,0.0
921,TCS.NS,3688.22,sac,buy,0.0,0.0,337.05,1766993.9222593997,1.77,479.0
922,INFY.NS,1892.85,sac,sell,0.0,0.0,337.05,1785666.1722593997,1.79,0.0
923,TCS.NS,3727.2,sac,buy,0.0,0.0,337.05,1785666.1722593997,1.79,479.0
924,INFY.NS,1887.75,sac,sell,0.0,0.0,337.05,1787865.7972593997,1.79,0.0
925,TCS.NS,3731.79,sac,buy,0.0,0.0,337.05,1787865.7972593997,1.79,479.0
926,INFY.NS,1898.45,sac,sell,0.0,0.0,337.05,1825831.5472593997,1.83,0.0
927,TCS.NS,3811.05,sac,buy,0.0,0.0,337.05,1825831.5472593997,1.83,479.0
928,INFY.NS,1899.15,sac,sell,0.0,0.0,337.05,1857868.2972593997,1.86,0.0
929,TCS.NS,3877.94,sac,buy,0.0,0.0,337.05,1857868.2972593997,1.86,479.0
930,INFY.NS,1844.65,sac,sell,0.0,0.0,337.05,1846488.0472593997,1.85,0.0
931,TCS.NS,3854.18,sac,buy,0.0,0.0,337.05,1846488.0472593997,1.85,479.0
932,INFY.NS,1817.8,sac,sell,0.0,0.0,337.05,1820906.4222593997,1.82,0.0
933,TCS.NS,3800.77,sac,buy,0.0,0.0,337.05,1820906.4222593997,1.82,479.0
934,INFY.NS,1814.3,sac,sell,0.0,0.0,337.05,1842925.7972593997,1.84,0.0
935,TCS.NS,3846.74,sac,buy,0.0,0.0,337.05,1842925.7972593997,1.84,479.0
936,INFY.NS,1850.75,sac,sell,0.0,0.0,337.05,1855525.2972593997,1.86,0.0
937,TCS.NS,3873.04,sac,buy,0.0,0.0,337.05,1855525.2972593997,1.86,479.0
938,INFY.NS,1855.6,sac,sell,0.0,0.0,337.05,1872762.9222593997,1.87,0.0
939,TCS.NS,3909.03,sac,buy,0.0,0.0,337.05,1872762.9222593997,1.87,479.0
940,INFY.NS,1877.45,sac,sell,0.0,0.0,337.05,1845985.9222593997,1.85,0.0
941,TCS.NS,3853.13,sac,buy,0.0,0.0,337.05,1845985.9222593997,1.85,479.0
942,INFY.NS,1896.8,sac,sell,0.0,0.0,337.05,1864156.0472593997,1.86,0.0
943,TCS.NS,3891.06,sac,buy,0.0,0.0,337.05,1864156.0472593997,1.86,479.0
944,INFY.NS,1929.35,sac,sell,0.0,0.0,337.05,1897746.7972593997,1.9,0.0
945,TCS.NS,3961.19,sac,buy,0.0,0.0,337.05,1897746.7972593997,1.9,479.0
946,INFY.NS,1939.5,sac,sell,0.0,0.0,337.05,1922132.9222593997,1.92,0.0
947,TCS.NS,4012.1,sac,buy,0.0,0.0,337.05,1922132.9222593997,1.92,479.0
948,INFY.NS,1920.75,sac,sell,0.0,0.0,337.05,1908481.5472593997,1.91,0.0
949,TCS.NS,3983.6,sac,buy,0.0,0.0,337.05,1908481.5472593997,1.91,479.0
950,INFY.NS,1867.05,sac,sell,0.0,0.0,337.05,1875454.2972593997,1.88,0.0
951,TCS.NS,3914.65,sac,buy,0.0,0.0,337.05,1875454.2972593997,1.88,479.0
952,INFY.NS,1823.7,sac,sell,0.0,0.0,337.05,1833254.5472593997,1.83,0.0
953,TCS.NS,3826.55,sac,buy,0.0,0.0,337.05,1833254.5472593997,1.83,479.0
954,INFY.NS,1785.7,sac,sell,0.0,0.0,337.05,1836583.5472593997,1.84,0.0
955,TCS.NS,3833.5,sac,buy,0.0,0.0,337.05,1836583.5472593997,1.84,479.0
956,INFY.NS,1736.8,sac,sell,0.0,0.0,337.05,1806813.7972593997,1.81,0.0
957,TCS.NS,3771.35,sac,buy,0.0,0.0,337.05,1806813.7972593997,1.81,479.0
958,INFY.NS,1722.15,sac,sell,0.0,0.0,337.05,1806119.0472593997,1.81,0.0
959,TCS.NS,3769.9,sac,buy,0.0,0.0,337.05,1806119.0472593997,1.81,479.0
960,INFY.NS,1678.6,sac,sell,0.0,0.0,337.05,1748327.7972593997,1.75,0.0
961,TCS.NS,3649.25,sac,buy,0.0,0.0,337.05,1748327.7972593997,1.75,479.0
962,INFY.NS,1686.2,sac,sell,0.0,0.0,337.05,1767871.0472593997,1.77,0.0
963,TCS.NS,3690.05,sac,buy,0.0,0.0,337.05,1767871.0472593997,1.77,479.0
964,INFY.NS,1736.2,sac,sell,0.0,0.0,337.05,1790000.7972593997,1.79,0.0
965,TCS.NS,3736.25,sac,buy,0.0,0.0,337.05,1790000.7972593997,1.79,479.0
966,INFY.NS,1772.05,sac,sell,0.0,0.0,337.05,1820848.2972593997,1.82,0.0
967,TCS.NS,3800.65,sac,buy,0.0,0.0,337.05,1820848.2972593997,1.82,479.0
968,INFY.NS,1787.1,sac,sell,0.0,0.0,337.05,1847456.7972593997,1.85,0.0
969,TCS.NS,3856.2,sac,buy,0.0,0.0,337.05,1847456.7972593997,1.85,479.0
970,INFY.NS,1738.55,sac,sell,0.0,0.0,337.05,1832320.5472593997,1.83,0.0
971,TCS.NS,3824.6,sac,buy,0.0,0.0,337.05,1832320.5472593997,1.83,479.0
972,INFY.NS,1741.1,sac,sell,0.0,0.0,337.05,1827674.0472593997,1.83,0.0
973,TCS.NS,3814.9,sac,buy,0.0,0.0,337.05,1827674.0472593997,1.83,479.0
974,INFY.NS,1715.0,sac,sell,0.0,0.0,337.05,1810478.0472593997,1.81,0.0
975,TCS.NS,3779.0,sac,buy,0.0,0.0,337.05,1810478.0472593997,1.81,479.0
976,INFY.NS,1717.3,sac,sell,0.0,0.0,337.05,1793449.5472593997,1.79,0.0
977,TCS.NS,3743.45,sac,buy,0.0,0.0,337.05,1793449.5472593997,1.79,479.0
978,INFY.NS,1737.3,sac,sell,0.0,0.0,337.05,1801640.5472593997,1.8,0.0
979,TCS.NS,3760.55,sac,buy,0.0,0.0,337.05,1801640.5472593997,1.8,479.0
980,INFY.NS,1769.6,sac,sell,0.0,0.0,337.05,1806334.7972593997,1.81,0.0
981,TCS.NS,3770.35,sac,buy,0.0,0.0,337.05,1806334.7972593997,1.81,479.0
