,tic,share_price,model_name,action,no_of_shares_for_action,amount_for_action,balance_left,total_asset_value,return_ratio,total_no_of_shares
290,INFY.NS,979.82,sac,sell,0.0,0.0,337.05,1161440.7972593997,1.16,0.0
291,TCS.NS,2424.02,sac,buy,0.0,0.0,337.05,1161440.7972593997,1.16,479.0
292,INFY.NS,977.49,sac,sell,0.0,0.0,337.05,1188592.5472593997,1.19,0.0
293,TCS.NS,2480.7,sac,buy,0.0,0.0,337.05,1188592.5472593997,1.19,479.0
294,INFY.NS,989.37,sac,sell,0.0,0.0,337.05,1162453.4222593997,1.16,0.0
295,TCS.NS,2426.13,sac,buy,0.0,0.0,337.05,1162453.4222593997,1.16,479.0
296,INFY.NS,946.34,sac,sell,0.0,0.0,337.05,1098777.1722593997,1.1,0.0
297,TCS.NS,2293.19,sac,buy,0.0,0.0,337.05,1098777.1722593997,1.1,479.0
298,INFY.NS,981.32,sac,sell,0.0,0.0,337.05,1141188.7972593997,1.14,0.0
299,TCS.NS,2381.74,sac,buy,0.0,0.0,337.05,1141188.7972593997,1.14,479.0
300,INFY.NS,980.3,sac,sell,0.0,0.0,337.05,1143072.5472593997,1.14,0.0
301,TCS.NS,2385.67,sac,buy,0.0,0.0,337.05,1143072.5472593997,1.14,479.0
302,INFY.NS,978.94,sac,sell,0.0,0.0,337.05,1172320.2972593997,1.17,0.0
303,TCS.NS,2446.73,sac,buy,0.0,0.0,337.05,1172320.2972593997,1.17,479.0
304,INFY.NS,978.22,sac,sell,0.0,0.0,337.05,1174157.1722593997,1.17,0.0
305,TCS.NS,2450.56,sac,buy,0.0,0.0,337.05,1174157.1722593997,1.17,479.0
306,INFY.NS,987.34,sac,sell,0.0,0.0,337.05,1188828.0472593997,1.19,0.0
307,TCS.NS,2481.19,sac,buy,0.0,0.0,337.05,1188828.0472593997,1.19,479.0
308,INFY.NS,1017.46,sac,sell,0.0,0.0,337.05,1274711.1722593997,1.27,0.0
309,TCS.NS,2660.49,sac,buy,0.0,0.0,337.05,1274711.1722593997,1.27,479.0
310,INFY.NS,1024.3,sac,sell,0.0,0.0,337.05,1278714.4222593997,1.28,0.0
311,TCS.NS,2668.85,sac,buy,0.0,0.0,337.05,1278714.4222593997,1.28,479.0
312,INFY.NS,1034.78,sac,sell,0.0,0.0,337.05,1288911.0472593997,1.29,0.0
313,TCS.NS,2690.13,sac,buy,0.0,0.0,337.05,1288911.0472593997,1.29,479.0
314,INFY.NS,1061.12,sac,sell,0.0,0.0,337.05,1331181.4222593997,1.33,0.0
315,TCS.NS,2778.38,sac,buy,0.0,0.0,337.05,1331181.4222593997,1.33,479.0
316,INFY.NS,1073.83,sac,sell,0.0,0.0,337.05,1325176.2972593997,1.33,0.0
317,TCS.NS,2765.84,sac,buy,0.0,0.0,337.05,1325176.2972593997,1.33,479.0
318,INFY.NS,1098.38,sac,sell,0.0,0.0,337.05,1333206.6722593997,1.33,0.0
319,TCS.NS,2782.61,sac,buy,0.0,0.0,337.05,1333206.6722593997,1.33,479.0
320,INFY.NS,1123.31,sac,sell,0.0,0.0,337.05,1331581.7972593997,1.33,0.0
321,TCS.NS,2779.22,sac,buy,0.0,0.0,337.05,1331581.7972593997,1.33,479.0
322,INFY.NS,1103.13,sac,sell,0.0,0.0,337.05,1329240.5472593997,1.33,0.0
323,TCS.NS,2774.33,sac,buy,0.0,0.0,337.05,1329240.5472593997,1.33,479.0
324,INFY.NS,1075.24,sac,sell,0.0,0.0,337.05,1296604.5472593997,1.3,0.0
325,TCS.NS,2706.2,sac,buy,0.0,0.0,337.05,1296604.5472593997,1.3,479.0
326,INFY.NS,1093.91,sac,sell,0.0,0.0,337.05,1307341.1722593997,1.31,0.0
327,TCS.NS,2728.61,sac,buy,0.0,0.0,337.05,1307341.1722593997,1.31,479.0
328,INFY.NS,1092.36,sac,sell,0.0,0.0,337.05,1282864.0472593997,1.28,0.0
329,TCS.NS,2677.51,sac,buy,0.0,0.0,337.05,1282864.0472593997,1.28,479.0
330,INFY.NS,1103.62,sac,sell,0.0,0.0,337.05,1295847.6722593997,1.3,0.0
331,TCS.NS,2704.62,sac,buy,0.0,0.0,337.05,1295847.6722593997,1.3,479.0
332,INFY.NS,1114.14,sac,sell,0.0,0.0,337.05,1265765.5472593997,1.27,0.0
333,TCS.NS,2641.81,sac,buy,0.0,0.0,337.05,1265765.5472593997,1.27,479.0
334,INFY.NS,1095.42,sac,sell,0.0,0.0,337.05,1263755.4222593997,1.26,0.0
335,TCS.NS,2637.62,sac,buy,0.0,0.0,337.05,1263755.4222593997,1.26,479.0
336,INFY.NS,1100.76,sac,sell,0.0,0.0,337.05,1271157.6722593997,1.27,0.0
337,TCS.NS,2653.07,sac,buy,0.0,0.0,337.05,1271157.6722593997,1.27,479.0
338,INFY.NS,1090.91,sac,sell,0.0,0.0,337.05,1271819.7972593997,1.27,0.0
339,TCS.NS,2654.45,sac,buy,0.0,0.0,337.05,1271819.7972593997,1.27,479.0
340,INFY.NS,1069.72,sac,sell,0.0,0.0,337.05,1244363.0472593997,1.24,0.0
341,TCS.NS,2597.13,sac,buy,0.0,0.0,337.05,1244363.0472593997,1.24,479.0
342,INFY.NS,1055.7,sac,sell,0.0,0.0,337.05,1240602.9222593997,1.24,0.0
343,TCS.NS,2589.28,sac,buy,0.0,0.0,337.05,1240602.9222593997,1.24,479.0
344,INFY.NS,1054.03,sac,sell,0.0,0.0,337.05,1245545.4222593997,1.25,0.0
345,TCS.NS,2599.6,sac,buy,0.0,0.0,337.05,1245545.4222593997,1.25,479.0
346,INFY.NS,1040.06,sac,sell,0.0,0.0,337.05,1260775.6722593997,1.26,0.0
347,TCS.NS,2631.4,sac,buy,0.0,0.0,337.05,1260775.6722593997,1.26,479.0
348,INFY.NS,1051.53,sac,sell,0.0,0.0,337.05,1232278.4222593997,1.23,0.0
349,TCS.NS,2571.9,sac,buy,0.0,0.0,337.05,1232278.4222593997,1.23,479.0
350,INFY.NS,1041.97,sac,sell,0.0,0.0,337.05,1245994.9222593997,1.25,0.0
351,TCS.NS,2600.54,sac,buy,0.0,0.0,337.05,1245994.9222593997,1.25,479.0
352,INFY.NS,1072.76,sac,sell,0.0,0.0,337.05,1255241.6722593997,1.26,0.0
353,TCS.NS,2619.84,sac,buy,0.0,0.0,337.05,1255241.6722593997,1.26,479.0
354,INFY.NS,1082.62,sac,sell,0.0,0.0,337.05,1270637.4222593997,1.27,0.0
355,TCS.NS,2651.98,sac,buy,0.0,0.0,337.05,1270637.4222593997,1.27,479.0
356,INFY.NS,1091.2,sac,sell,0.0,0.0,337.05,1280924.7972593997,1.28,0.0
357,TCS.NS,2673.46,sac,buy,0.0,0.0,337.05,1280924.7972593997,1.28,479.0
358,INFY.NS,1114.54,sac,sell,0.0,0.0,337.05,1289982.7972593997,1.29,0.0
359,TCS.NS,2692.37,sac,buy,0.0,0.0,337.05,1289982.7972593997,1.29,479.0
360,INFY.NS,1069.92,sac,sell,0.0,0.0,337.05,1253562.6722593997,1.25,0.0
361,TCS.NS,2616.34,sac,buy,0.0,0.0,337.05,1253562.6722593997,1.25,479.0
362,INFY.NS,1100.76,sac,sell,0.0,0.0,337.05,1271630.6722593997,1.27,0.0
363,TCS.NS,2654.06,sac,buy,0.0,0.0,337.05,1271630.6722593997,1.27,479.0
364,INFY.NS,1096.1,sac,sell,0.0,0.0,337.05,1263708.0472593997,1.26,0.0
365,TCS.NS,2637.52,sac,buy,0.0,0.0,337.05,1263708.0472593997,1.26,479.0
366,INFY.NS,1102.43,sac,sell,0.0,0.0,337.05,1256991.9222593997,1.26,0.0
367,TCS.NS,2623.5,sac,buy,0.0,0.0,337.05,1256991.9222593997,1.26,479.0
368,INFY.NS,1101.94,sac,sell,0.0,0.0,337.05,1261343.4222593997,1.26,0.0
369,TCS.NS,2632.58,sac,buy,0.0,0.0,337.05,1261343.4222593997,1.26,479.0
370,INFY.NS,1089.04,sac,sell,0.0,0.0,337.05,1242707.4222593997,1.24,0.0
371,TCS.NS,2593.68,sac,buy,0.0,0.0,337.05,1242707.4222593997,1.24,479.0
372,INFY.NS,1075.51,sac,sell,0.0,0.0,337.05,1247555.6722593997,1.25,0.0
373,TCS.NS,2603.8,sac,buy,0.0,0.0,337.05,1247555.6722593997,1.25,479.0
374,INFY.NS,1081.98,sac,sell,0.0,0.0,337.05,1258599.9222593997,1.26,0.0
375,TCS.NS,2626.85,sac,buy,0.0,0.0,337.05,1258599.9222593997,1.26,479.0
376,INFY.NS,1117.78,sac,sell,0.0,0.0,337.05,1288871.0472593997,1.29,0.0
377,TCS.NS,2690.05,sac,buy,0.0,0.0,337.05,1288871.0472593997,1.29,479.0
378,INFY.NS,1117.97,sac,sell,0.0,0.0,337.05,1287830.4222593997,1.29,0.0
379,TCS.NS,2687.88,sac,buy,0.0,0.0,337.05,1287830.4222593997,1.29,479.0
380,INFY.NS,1094.04,sac,sell,0.0,0.0,337.05,1278016.0472593997,1.28,0.0
381,TCS.NS,2667.39,sac,buy,0.0,0.0,337.05,1278016.0472593997,1.28,479.0
382,INFY.NS,1091.64,sac,sell,0.0,0.0,337.05,1287144.5472593997,1.29,0.0
383,TCS.NS,2686.45,sac,buy,0.0,0.0,337.05,1287144.5472593997,1.29,479.0
384,INFY.NS,1078.7,sac,sell,0.0,0.0,337.05,1267775.7972593997,1.27,0.0
385,TCS.NS,2646.01,sac,buy,0.0,0.0,337.05,1267775.7972593997,1.27,479.0
386,INFY.NS,1115.81,sac,sell,0.0,0.0,337.05,1290077.1722593997,1.29,0.0
387,TCS.NS,2692.57,sac,buy,0.0,0.0,337.05,1290077.1722593997,1.29,479.0
388,INFY.NS,1118.8,sac,sell,0.0,0.0,337.05,1300837.6722593997,1.3,0.0
389,TCS.NS,2715.03,sac,buy,0.0,0.0,337.05,1300837.6722593997,1.3,479.0
390,INFY.NS,1104.63,sac,sell,0.0,0.0,337.05,1281870.9222593997,1.28,0.0
391,TCS.NS,2675.44,sac,buy,0.0,0.0,337.05,1281870.9222593997,1.28,479.0
392,INFY.NS,1112.68,sac,sell,0.0,0.0,337.05,1290431.9222593997,1.29,0.0
393,TCS.NS,2693.31,sac,buy,0.0,0.0,337.05,1290431.9222593997,1.29,479.0
394,INFY.NS,1121.35,sac,sell,0.0,0.0,337.05,1295232.6722593997,1.3,0.0
395,TCS.NS,2703.33,sac,buy,0.0,0.0,337.05,1295232.6722593997,1.3,479.0
396,INFY.NS,1131.01,sac,sell,0.0,0.0,337.05,1323422.9222593997,1.32,0.0
397,TCS.NS,2762.18,sac,buy,0.0,0.0,337.05,1323422.9222593997,1.32,479.0
398,INFY.NS,1152.44,sac,sell,0.0,0.0,337.05,1329808.0472593997,1.33,0.0
399,TCS.NS,2775.51,sac,buy,0.0,0.0,337.05,1329808.0472593997,1.33,479.0
400,INFY.NS,1145.13,sac,sell,0.0,0.0,337.05,1317274.0472593997,1.32,0.0
401,TCS.NS,2749.35,sac,buy,0.0,0.0,337.05,1317274.0472593997,1.32,479.0
402,INFY.NS,1140.67,sac,sell,0.0,0.0,337.05,1316942.7972593997,1.32,0.0
403,TCS.NS,2748.66,sac,buy,0.0,0.0,337.05,1316942.7972593997,1.32,479.0
404,INFY.NS,1142.0,sac,sell,0.0,0.0,337.05,1323611.9222593997,1.32,0.0
405,TCS.NS,2762.58,sac,buy,0.0,0.0,337.05,1323611.9222593997,1.32,479.0
406,INFY.NS,1132.24,sac,sell,0.0,0.0,337.05,1306513.5472593997,1.31,0.0
407,TCS.NS,2726.88,sac,buy,0.0,0.0,337.05,1306513.5472593997,1.31,479.0
408,INFY.NS,1143.12,sac,sell,0.0,0.0,337.05,1331416.2972593997,1.33,0.0
409,TCS.NS,2778.87,sac,buy,0.0,0.0,337.05,1331416.2972593997,1.33,479.0
410,INFY.NS,1136.75,sac,sell,0.0,0.0,337.05,1342767.9222593997,1.34,0.0
411,TCS.NS,2802.57,sac,buy,0.0,0.0,337.05,1342767.9222593997,1.34,479.0
412,INFY.NS,1166.76,sac,sell,0.0,0.0,337.05,1353552.0472593997,1.35,0.0
413,TCS.NS,2825.08,sac,buy,0.0,0.0,337.05,1353552.0472593997,1.35,479.0
414,INFY.NS,1154.5,sac,sell,0.0,0.0,337.05,1334230.4222593997,1.33,0.0
415,TCS.NS,2784.75,sac,buy,0.0,0.0,337.05,1334230.4222593997,1.33,479.0
416,INFY.NS,1196.86,sac,sell,0.0,0.0,337.05,1358991.2972593997,1.36,0.0
417,TCS.NS,2836.44,sac,buy,0.0,0.0,337.05,1358991.2972593997,1.36,479.0
418,INFY.NS,1228.78,sac,sell,0.0,0.0,337.05,1376137.0472593997,1.38,0.0
419,TCS.NS,2872.23,sac,buy,0.0,0.0,337.05,1376137.0472593997,1.38,479.0
420,INFY.NS,1212.11,sac,sell,0.0,0.0,337.05,1376421.0472593997,1.38,0.0
421,TCS.NS,2872.83,sac,buy,0.0,0.0,337.05,1376421.0472593997,1.38,479.0
422,INFY.NS,1216.28,sac,sell,0.0,0.0,337.05,1385904.2972593997,1.39,0.0
423,TCS.NS,2892.62,sac,buy,0.0,0.0,337.05,1385904.2972593997,1.39,479.0
424,INFY.NS,1226.09,sac,sell,0.0,0.0,337.05,1386424.4222593997,1.39,0.0
425,TCS.NS,2893.71,sac,buy,0.0,0.0,337.05,1386424.4222593997,1.39,479.0
426,INFY.NS,1222.65,sac,sell,0.0,0.0,337.05,1376397.2972593997,1.38,0.0
427,TCS.NS,2872.78,sac,buy,0.0,0.0,337.05,1376397.2972593997,1.38,479.0
428,INFY.NS,1231.48,sac,sell,0.0,0.0,337.05,1354379.6722593997,1.35,0.0
429,TCS.NS,2826.81,sac,buy,0.0,0.0,337.05,1354379.6722593997,1.35,479.0
430,INFY.NS,1236.04,sac,sell,0.0,0.0,337.05,1385360.2972593997,1.39,0.0
431,TCS.NS,2891.49,sac,buy,0.0,0.0,337.05,1385360.2972593997,1.39,479.0
432,INFY.NS,1263.3,sac,sell,0.0,0.0,337.05,1437956.5472593997,1.44,0.0
433,TCS.NS,3001.29,sac,buy,0.0,0.0,337.05,1437956.5472593997,1.44,479.0
434,INFY.NS,1268.74,sac,sell,0.0,0.0,337.05,1463284.9222593997,1.46,0.0
435,TCS.NS,3054.17,sac,buy,0.0,0.0,337.05,1463284.9222593997,1.46,479.0
436,INFY.NS,1257.27,sac,sell,0.0,0.0,337.05,1443655.9222593997,1.44,0.0
437,TCS.NS,3013.19,sac,buy,0.0,0.0,337.05,1443655.9222593997,1.44,479.0
438,INFY.NS,1237.71,sac,sell,0.0,0.0,337.05,1434810.9222593997,1.43,0.0
439,TCS.NS,2994.73,sac,buy,0.0,0.0,337.05,1434810.9222593997,1.43,479.0
440,INFY.NS,1286.69,sac,sell,0.0,0.0,337.05,1476481.1722593997,1.48,0.0
441,TCS.NS,3081.72,sac,buy,0.0,0.0,337.05,1476481.1722593997,1.48,479.0
442,INFY.NS,1349.55,sac,sell,0.0,0.0,337.05,1502755.5472593997,1.5,0.0
443,TCS.NS,3136.57,sac,buy,0.0,0.0,337.05,1502755.5472593997,1.5,479.0
444,INFY.NS,1345.18,sac,sell,0.0,0.0,337.05,1501998.9222593997,1.5,0.0
445,TCS.NS,3134.99,sac,buy,0.0,0.0,337.05,1501998.9222593997,1.5,479.0
446,INFY.NS,1360.29,sac,sell,0.0,0.0,337.05,1494478.4222593997,1.49,0.0
447,TCS.NS,3119.29,sac,buy,0.0,0.0,337.05,1494478.4222593997,1.49,479.0
448,INFY.NS,1343.96,sac,sell,0.0,0.0,337.05,1540800.7972593997,1.54,0.0
449,TCS.NS,3216.0,sac,buy,0.0,0.0,337.05,1540800.7972593997,1.54,479.0
450,INFY.NS,1318.9,sac,sell,0.0,0.0,337.05,1532578.9222593997,1.53,0.0
451,TCS.NS,3198.83,sac,buy,0.0,0.0,337.05,1532578.9222593997,1.53,479.0
452,INFY.NS,1286.64,sac,sell,0.0,0.0,337.05,1527081.7972593997,1.53,0.0
453,TCS.NS,3187.36,sac,buy,0.0,0.0,337.05,1527081.7972593997,1.53,479.0
454,INFY.NS,1291.15,sac,sell,0.0,0.0,337.05,1545539.5472593997,1.55,0.0
455,TCS.NS,3225.89,sac,buy,0.0,0.0,337.05,1545539.5472593997,1.55,479.0
456,INFY.NS,1313.51,sac,sell,0.0,0.0,337.05,1568333.5472593997,1.57,0.0
457,TCS.NS,3273.48,sac,buy,0.0,0.0,337.05,1568333.5472593997,1.57,479.0
458,INFY.NS,1313.75,sac,sell,0.0,0.0,337.05,1551771.4222593997,1.55,0.0
459,TCS.NS,3238.9,sac,buy,0.0,0.0,337.05,1551771.4222593997,1.55,479.0
460,INFY.NS,1314.88,sac,sell,0.0,0.0,337.05,1565632.4222593997,1.57,0.0
461,TCS.NS,3267.84,sac,buy,0.0,0.0,337.05,1565632.4222593997,1.57,479.0
462,INFY.NS,1299.44,sac,sell,0.0,0.0,337.05,1560040.5472593997,1.56,0.0
463,TCS.NS,3256.17,sac,buy,0.0,0.0,337.05,1560040.5472593997,1.56,479.0
464,INFY.NS,1275.8,sac,sell,0.0,0.0,337.05,1545705.6722593997,1.55,0.0
465,TCS.NS,3226.24,sac,buy,0.0,0.0,337.05,1545705.6722593997,1.55,479.0
466,INFY.NS,1251.48,sac,sell,0.0,0.0,337.05,1515139.6722593997,1.52,0.0
467,TCS.NS,3162.43,sac,buy,0.0,0.0,337.05,1515139.6722593997,1.52,479.0
468,INFY.NS,1215.05,sac,sell,0.0,0.0,337.05,1474764.7972593997,1.47,0.0
469,TCS.NS,3078.14,sac,buy,0.0,0.0,337.05,1474764.7972593997,1.47,479.0
470,INFY.NS,1236.48,sac,sell,0.0,0.0,337.05,1488033.5472593997,1.49,0.0
471,TCS.NS,3105.84,sac,buy,0.0,0.0,337.05,1488033.5472593997,1.49,479.0
472,INFY.NS,1246.63,sac,sell,0.0,0.0,337.05,1518409.5472593997,1.52,0.0
473,TCS.NS,3169.25,sac,buy,0.0,0.0,337.05,1518409.5472593997,1.52,479.0
474,INFY.NS,1259.77,sac,sell,0.0,0.0,337.05,1516798.4222593997,1.52,0.0
475,TCS.NS,3165.89,sac,buy,0.0,0.0,337.05,1516798.4222593997,1.52,479.0
476,INFY.NS,1254.57,sac,sell,0.0,0.0,337.05,1511301.2972593997,1.51,0.0
477,TCS.NS,3154.41,sac,buy,0.0,0.0,337.05,1511301.2972593997,1.51,479.0
478,INFY.NS,1247.46,sac,sell,0.0,0.0,337.05,1496847.7972593997,1.5,0.0
479,TCS.NS,3124.24,sac,buy,0.0,0.0,337.05,1496847.7972593997,1.5,479.0
480,INFY.NS,1278.3,sac,sell,0.0,0.0,337.05,1523456.5472593997,1.52,0.0
481,TCS.NS,3179.79,sac,buy,0.0,0.0,337.05,1523456.5472593997,1.52,479.0
482,INFY.NS,1280.27,sac,sell,0.0,0.0,337.05,1505827.7972593997,1.51,0.0
483,TCS.NS,3142.99,sac,buy,0.0,0.0,337.05,1505827.7972593997,1.51,479.0
484,INFY.NS,1271.39,sac,sell,0.0,0.0,337.05,1523077.2972593997,1.52,0.0
485,TCS.NS,3179.0,sac,buy,0.0,0.0,337.05,1523077.2972593997,1.52,479.0
486,INFY.NS,1267.62,sac,sell,0.0,0.0,337.05,1519618.0472593997,1.52,0.0
487,TCS.NS,3171.78,sac,buy,0.0,0.0,337.05,1519618.0472593997,1.52,479.0
488,INFY.NS,1284.43,sac,sell,0.0,0.0,337.05,1512415.0472593997,1.51,0.0
489,TCS.NS,3156.74,sac,buy,0.0,0.0,337.05,1512415.0472593997,1.51,479.0
490,INFY.NS,1284.29,sac,sell,0.0,0.0,337.05,1488270.4222593997,1.49,0.0
491,TCS.NS,3106.33,sac,buy,0.0,0.0,337.05,1488270.4222593997,1.49,479.0
492,INFY.NS,1265.41,sac,sell,0.0,0.0,337.05,1473556.2972593997,1.47,0.0
493,TCS.NS,3075.61,sac,buy,0.0,0.0,337.05,1473556.2972593997,1.47,479.0
494,INFY.NS,1256.49,sac,sell,0.0,0.0,337.05,1456638.5472593997,1.46,0.0
495,TCS.NS,3040.3,sac,buy,0.0,0.0,337.05,1456638.5472593997,1.46,479.0
496,INFY.NS,1267.42,sac,sell,0.0,0.0,337.05,1449174.7972593997,1.45,0.0
497,TCS.NS,3024.71,sac,buy,0.0,0.0,337.05,1449174.7972593997,1.45,479.0
498,INFY.NS,1266.29,sac,sell,0.0,0.0,337.05,1456046.1722593997,1.46,0.0
499,TCS.NS,3039.06,sac,buy,0.0,0.0,337.05,1456046.1722593997,1.46,479.0
500,INFY.NS,1240.7,sac,sell,0.0,0.0,337.05,1402307.4222593997,1.4,0.0
501,TCS.NS,2926.87,sac,buy,0.0,0.0,337.05,1402307.4222593997,1.4,479.0
502,INFY.NS,1241.83,sac,sell,0.0,0.0,337.05,1412614.5472593997,1.41,0.0
503,TCS.NS,2948.39,sac,buy,0.0,0.0,337.05,1412614.5472593997,1.41,479.0
504,INFY.NS,1249.62,sac,sell,0.0,0.0,337.05,1397402.7972593997,1.4,0.0
505,TCS.NS,2916.63,sac,buy,0.0,0.0,337.05,1397402.7972593997,1.4,479.0
506,INFY.NS,1249.87,sac,sell,0.0,0.0,337.05,1419770.1722593997,1.42,0.0
507,TCS.NS,2963.33,sac,buy,0.0,0.0,337.05,1419770.1722593997,1.42,479.0
508,INFY.NS,1229.03,sac,sell,0.0,0.0,337.05,1371907.4222593997,1.37,0.0
509,TCS.NS,2863.4,sac,buy,0.0,0.0,337.05,1371907.4222593997,1.37,479.0
510,INFY.NS,1242.46,sac,sell,0.0,0.0,337.05,1386076.6722593997,1.39,0.0
511,TCS.NS,2892.98,sac,buy,0.0,0.0,337.05,1386076.6722593997,1.39,479.0
512,INFY.NS,1279.24,sac,sell,0.0,0.0,337.05,1425006.4222593997,1.43,0.0
513,TCS.NS,2974.26,sac,buy,0.0,0.0,337.05,1425006.4222593997,1.43,479.0
514,INFY.NS,1317.53,sac,sell,0.0,0.0,337.05,1450004.2972593997,1.45,0.0
515,TCS.NS,3026.44,sac,buy,0.0,0.0,337.05,1450004.2972593997,1.45,479.0
516,INFY.NS,1304.59,sac,sell,0.0,0.0,337.05,1445549.4222593997,1.45,0.0
517,TCS.NS,3017.14,sac,buy,0.0,0.0,337.05,1445549.4222593997,1.45,479.0
518,INFY.NS,1291.2,sac,sell,0.0,0.0,337.05,1425812.1722593997,1.43,0.0
519,TCS.NS,2975.94,sac,buy,0.0,0.0,337.05,1425812.1722593997,1.43,479.0
520,INFY.NS,1309.88,sac,sell,0.0,0.0,337.05,1425290.9222593997,1.43,0.0
521,TCS.NS,2974.85,sac,buy,0.0,0.0,337.05,1425290.9222593997,1.43,479.0
522,INFY.NS,1319.49,sac,sell,0.0,0.0,337.05,1446141.7972593997,1.45,0.0
523,TCS.NS,3018.38,sac,buy,0.0,0.0,337.05,1446141.7972593997,1.45,479.0
524,INFY.NS,1341.65,sac,sell,0.0,0.0,337.05,1455619.6722593997,1.46,0.0
525,TCS.NS,3038.17,sac,buy,0.0,0.0,337.05,1455619.6722593997,1.46,479.0
526,INFY.NS,1348.22,sac,sell,0.0,0.0,337.05,1449459.0472593997,1.45,0.0
527,TCS.NS,3025.31,sac,buy,0.0,0.0,337.05,1449459.0472593997,1.45,479.0
528,INFY.NS,1347.0,sac,sell,0.0,0.0,337.05,1453344.9222593997,1.45,0.0
529,TCS.NS,3033.42,sac,buy,0.0,0.0,337.05,1453344.9222593997,1.45,479.0
530,INFY.NS,1357.2,sac,sell,0.0,0.0,337.05,1474148.5472593997,1.47,0.0
531,TCS.NS,3076.85,sac,buy,0.0,0.0,337.05,1474148.5472593997,1.47,479.0
532,INFY.NS,1360.14,sac,sell,0.0,0.0,337.05,1475522.9222593997,1.48,0.0
533,TCS.NS,3079.72,sac,buy,0.0,0.0,337.05,1475522.9222593997,1.48,479.0
534,INFY.NS,1311.2,sac,sell,0.0,0.0,337.05,1439294.1722593997,1.44,0.0
535,TCS.NS,3004.09,sac,buy,0.0,0.0,337.05,1439294.1722593997,1.44,479.0
536,INFY.NS,1318.41,sac,sell,0.0,0.0,337.05,1445786.5472593997,1.45,0.0
537,TCS.NS,3017.64,sac,buy,0.0,0.0,337.05,1445786.5472593997,1.45,479.0
538,INFY.NS,1344.25,sac,sell,0.0,0.0,337.05,1483436.6722593997,1.48,0.0
539,TCS.NS,3096.24,sac,buy,0.0,0.0,337.05,1483436.6722593997,1.48,479.0
540,INFY.NS,1344.99,sac,sell,0.0,0.0,337.05,1489573.6722593997,1.49,0.0
541,TCS.NS,3109.05,sac,buy,0.0,0.0,337.05,1489573.6722593997,1.49,479.0
542,INFY.NS,1327.53,sac,sell,0.0,0.0,337.05,1479385.0472593997,1.48,0.0
543,TCS.NS,3087.78,sac,buy,0.0,0.0,337.05,1479385.0472593997,1.48,479.0
544,INFY.NS,1307.97,sac,sell,0.0,0.0,337.05,1452729.0472593997,1.45,0.0
545,TCS.NS,3032.13,sac,buy,0.0,0.0,337.05,1452729.0472593997,1.45,479.0
546,INFY.NS,1310.32,sac,sell,0.0,0.0,337.05,1453653.0472593997,1.45,0.0
547,TCS.NS,3034.06,sac,buy,0.0,0.0,337.05,1453653.0472593997,1.45,479.0
548,INFY.NS,1358.47,sac,sell,0.0,0.0,337.05,1497132.1722593997,1.5,0.0
549,TCS.NS,3124.83,sac,buy,0.0,0.0,337.05,1497132.1722593997,1.5,479.0
550,INFY.NS,1341.56,sac,sell,0.0,0.0,337.05,1506278.1722593997,1.51,0.0
551,TCS.NS,3143.93,sac,buy,0.0,0.0,337.05,1506278.1722593997,1.51,479.0
552,INFY.NS,1358.37,sac,sell,0.0,0.0,337.05,1500188.6722593997,1.5,0.0
553,TCS.NS,3131.21,sac,buy,0.0,0.0,337.05,1500188.6722593997,1.5,479.0
554,INFY.NS,1382.6,sac,sell,0.0,0.0,337.05,1535208.9222593997,1.54,0.0
555,TCS.NS,3204.33,sac,buy,0.0,0.0,337.05,1535208.9222593997,1.54,479.0
556,INFY.NS,1383.72,sac,sell,0.0,0.0,337.05,1547435.2972593997,1.55,0.0
557,TCS.NS,3229.85,sac,buy,0.0,0.0,337.05,1547435.2972593997,1.55,479.0
558,INFY.NS,1402.5,sac,sell,0.0,0.0,337.05,1550610.1722593997,1.55,0.0
559,TCS.NS,3236.48,sac,buy,0.0,0.0,337.05,1550610.1722593997,1.55,479.0
560,INFY.NS,1411.96,sac,sell,0.0,0.0,337.05,1572385.2972593997,1.57,0.0
561,TCS.NS,3281.94,sac,buy,0.0,0.0,337.05,1572385.2972593997,1.57,479.0
562,INFY.NS,1413.14,sac,sell,0.0,0.0,337.05,1574707.4222593997,1.57,0.0
563,TCS.NS,3286.79,sac,buy,0.0,0.0,337.05,1574707.4222593997,1.57,479.0
564,INFY.NS,1398.14,sac,sell,0.0,0.0,337.05,1538834.1722593997,1.54,0.0
565,TCS.NS,3211.89,sac,buy,0.0,0.0,337.05,1538834.1722593997,1.54,479.0
566,INFY.NS,1370.09,sac,sell,0.0,0.0,337.05,1471305.2972593997,1.47,0.0
567,TCS.NS,3070.92,sac,buy,0.0,0.0,337.05,1471305.2972593997,1.47,479.0
568,INFY.NS,1334.4,sac,sell,0.0,0.0,337.05,1525754.9222593997,1.53,0.0
569,TCS.NS,3184.59,sac,buy,0.0,0.0,337.05,1525754.9222593997,1.53,479.0
570,INFY.NS,1327.53,sac,sell,0.0,0.0,337.05,1514476.2972593997,1.51,0.0
571,TCS.NS,3161.04,sac,buy,0.0,0.0,337.05,1514476.2972593997,1.51,479.0
572,INFY.NS,1336.16,sac,sell,0.0,0.0,337.05,1498672.2972593997,1.5,0.0
573,TCS.NS,3128.05,sac,buy,0.0,0.0,337.05,1498672.2972593997,1.5,479.0
