date,action,tic,num_of_shares,price,total_num_shares,balance
2022-08-24,buy,SBIN.NS,5,519.3,287,59384.32
2022-08-24,buy,UPL.NS,5,759.75,292,55581.77
2022-08-24,buy,LT.NS,5,1893.35,300,46105.56
2022-08-24,buy,EICHERMOT.NS,5,3450.7,296,28834.8
2022-08-24,buy,M&M.NS,5,1268.3,299,22486.96
2022-08-24,buy,MARUTI.NS,2,8704.0,299,5061.55
2022-08-24,buy,NTPC.NS,5,160.8,295,4256.75
2022-08-24,buy,POWERGRID.NS,5,229.45,298,3108.35
2022-08-24,buy,RELIANCE.NS,1,2639.75,290,465.96
2022-08-24,buy,CIPLA.NS,0,1037.35,299,465.96
2022-08-24,buy,BHARTIARTL.NS,0,738.75,284,465.96
2022-08-24,buy,TATASTEEL.NS,4,106.55,298,39.34
2022-08-24,buy,BAJAJ-AUTO.NS,0,4065.75,297,39.34
2022-08-24,buy,SUNPHARMA.NS,0,881.0,293,39.34
2022-08-24,buy,BAJAJFINSV.NS,0,16333.85,296,39.34
2022-08-24,buy,TECHM.NS,0,1070.95,292,39.34
2022-08-24,buy,TATACONSUM.NS,0,805.7,299,39.34
2022-08-24,buy,ICICIBANK.NS,0,873.3,289,39.34
2022-08-25,sell,ASIANPAINT.NS,0,3362.5,0,39.34
2022-08-25,sell,ULTRACEMCO.NS,0,6475.05,0,39.34
2022-08-25,sell,TITAN.NS,0,2466.45,0,39.34
2022-08-25,sell,TCS.NS,0,3218.2,0,39.34
2022-08-25,sell,TATAMOTORS.NS,0,459.2,0,39.34
2022-08-25,sell,SHREECEM.NS,0,21712.6,0,39.34
2022-08-25,sell,ONGC.NS,0,136.55,0,39.34
2022-08-25,sell,NESTLEIND.NS,0,19526.65,0,39.34
2022-08-25,sell,LUPIN.NS,0,664.9,0,39.34
2022-08-25,sell,KOTAKBANK.NS,0,1868.75,0,39.34
2022-08-25,sell,ITC.NS,0,312.35,0,39.34
2022-08-25,sell,IOC.NS,0,71.45,0,39.34
2022-08-25,sell,INFY.NS,0,1518.15,0,39.34
2022-08-25,sell,INDUSINDBK.NS,0,1089.95,0,39.34
2022-08-25,sell,HINDUNILVR.NS,0,2574.2,0,39.34
2022-08-25,sell,JSWSTEEL.NS,0,648.7,0,39.34
2022-08-25,sell,HEROMOTOCO.NS,0,2799.8,0,39.34
2022-08-25,sell,HDFCBANK.NS,0,1464.85,0,39.34
2022-08-25,sell,HDFC.NS,0,2419.75,0,39.34
2022-08-25,sell,HCLTECH.NS,0,943.8,0,39.34
2022-08-25,sell,AXISBANK.NS,0,743.35,0,39.34
2022-08-25,sell,GRASIM.NS,0,1624.85,0,39.34
2022-08-25,sell,HINDALCO.NS,0,432.75,0,39.34
2022-08-25,sell,BAJFINANCE.NS,0,7047.15,0,39.34
2022-08-25,sell,DRREDDY.NS,0,4237.9,0,39.34
2022-08-25,buy,WIPRO.NS,0,415.2,296,39.34
2022-08-25,buy,SBIN.NS,0,520.4,287,39.34
2022-08-25,buy,UPL.NS,0,762.65,292,39.34
2022-08-25,buy,LT.NS,0,1877.9,300,39.34
2022-08-25,buy,EICHERMOT.NS,0,3481.45,296,39.34
2022-08-25,buy,M&M.NS,0,1259.65,299,39.34
2022-08-25,buy,MARUTI.NS,0,8735.9,299,39.34
2022-08-25,buy,NTPC.NS,0,158.9,295,39.34
2022-08-25,buy,POWERGRID.NS,0,226.3,298,39.34
2022-08-25,buy,RELIANCE.NS,0,2632.05,290,39.34
2022-08-25,buy,CIPLA.NS,0,1025.75,299,39.34
2022-08-25,buy,BHARTIARTL.NS,0,741.0,284,39.34
2022-08-25,buy,TATASTEEL.NS,0,106.25,298,39.34
2022-08-25,buy,BAJAJ-AUTO.NS,0,4062.95,297,39.34
2022-08-25,buy,SUNPHARMA.NS,0,877.3,293,39.34
2022-08-25,buy,BAJAJFINSV.NS,0,16246.3,296,39.34
2022-08-25,buy,TECHM.NS,0,1070.6,292,39.34
2022-08-25,buy,TATACONSUM.NS,0,801.85,299,39.34
2022-08-25,buy,ICICIBANK.NS,0,872.35,289,39.34
2022-08-26,sell,ASIANPAINT.NS,0,3323.55,0,39.34
2022-08-26,sell,ULTRACEMCO.NS,0,6517.15,0,39.34
2022-08-26,sell,TITAN.NS,0,2532.9,0,39.34
2022-08-26,sell,TCS.NS,0,3222.2,0,39.34
2022-08-26,sell,TATAMOTORS.NS,0,465.05,0,39.34
2022-08-26,sell,SHREECEM.NS,0,22097.9,0,39.34
2022-08-26,sell,ONGC.NS,0,136.65,0,39.34
2022-08-26,sell,NESTLEIND.NS,0,19528.1,0,39.34
2022-08-26,sell,LUPIN.NS,0,652.7,0,39.34
2022-08-26,sell,KOTAKBANK.NS,0,1902.05,0,39.34
2022-08-26,sell,ITC.NS,0,312.9,0,39.34
2022-08-26,sell,IOC.NS,0,71.9,0,39.34
2022-08-26,sell,INFY.NS,0,1521.55,0,39.34
2022-08-26,sell,INDUSINDBK.NS,0,1069.75,0,39.34
2022-08-26,sell,HINDUNILVR.NS,0,2571.55,0,39.34
2022-08-26,sell,JSWSTEEL.NS,0,667.0,0,39.34
2022-08-26,sell,HEROMOTOCO.NS,0,2826.75,0,39.34
2022-08-26,sell,HDFCBANK.NS,0,1465.1,0,39.34
2022-08-26,sell,HDFC.NS,0,2396.7,0,39.34
2022-08-26,sell,HCLTECH.NS,0,945.65,0,39.34
2022-08-26,sell,AXISBANK.NS,0,744.9,0,39.34
2022-08-26,sell,GRASIM.NS,0,1675.25,0,39.34
2022-08-26,sell,HINDALCO.NS,0,440.05,0,39.34
2022-08-26,sell,BAJFINANCE.NS,0,7062.1,0,39.34
2022-08-26,sell,DRREDDY.NS,0,4223.3,0,39.34
2022-08-26,buy,WIPRO.NS,0,417.25,296,39.34
2022-08-26,buy,SBIN.NS,0,523.8,287,39.34
2022-08-26,buy,UPL.NS,0,760.0,292,39.34
2022-08-26,buy,LT.NS,0,1905.4,300,39.34
2022-08-26,buy,EICHERMOT.NS,0,3355.1,296,39.34
2022-08-26,buy,M&M.NS,0,1274.65,299,39.34
2022-08-26,buy,MARUTI.NS,0,8720.6,299,39.34
2022-08-26,buy,NTPC.NS,0,163.4,295,39.34
2022-08-26,buy,POWERGRID.NS,0,230.45,298,39.34
2022-08-26,buy,RELIANCE.NS,0,2618.0,290,39.34
2022-08-26,buy,CIPLA.NS,0,1020.8,299,39.34
2022-08-26,buy,BHARTIARTL.NS,0,730.85,284,39.34
2022-08-26,buy,TATASTEEL.NS,0,107.35,298,39.34
2022-08-26,buy,BAJAJ-AUTO.NS,0,4054.4,297,39.34
2022-08-26,buy,SUNPHARMA.NS,0,880.15,293,39.34
2022-08-26,buy,BAJAJFINSV.NS,0,16286.0,296,39.34
2022-08-26,buy,TECHM.NS,0,1085.55,292,39.34
2022-08-26,buy,TATACONSUM.NS,0,801.95,299,39.34
2022-08-26,buy,ICICIBANK.NS,0,870.85,289,39.34
2022-08-29,sell,ASIANPAINT.NS,0,3343.25,0,39.34
2022-08-29,sell,ULTRACEMCO.NS,0,6506.3,0,39.34
2022-08-29,sell,TITAN.NS,0,2531.7,0,39.34
2022-08-29,sell,TCS.NS,0,3132.55,0,39.34
2022-08-29,sell,TATAMOTORS.NS,0,453.35,0,39.34
2022-08-29,sell,SHREECEM.NS,0,21895.8,0,39.34
2022-08-29,sell,ONGC.NS,0,135.9,0,39.34
2022-08-29,sell,NESTLEIND.NS,0,19646.35,0,39.34
2022-08-29,sell,LUPIN.NS,0,661.95,0,39.34
2022-08-29,sell,KOTAKBANK.NS,0,1850.0,0,39.34
2022-08-29,sell,ITC.NS,0,313.55,0,39.34
2022-08-29,sell,IOC.NS,0,71.05,0,39.34
2022-08-29,sell,INFY.NS,0,1461.75,0,39.34
2022-08-29,sell,INDUSINDBK.NS,0,1059.2,0,39.34
2022-08-29,sell,HINDUNILVR.NS,0,2575.8,0,39.34
2022-08-29,sell,JSWSTEEL.NS,0,649.6,0,39.34
2022-08-29,sell,HEROMOTOCO.NS,0,2827.05,0,39.34
2022-08-29,sell,HDFCBANK.NS,0,1439.4,0,39.34
2022-08-29,sell,HDFC.NS,0,2366.0,0,39.34
2022-08-29,sell,HCLTECH.NS,0,917.5,0,39.34
2022-08-29,sell,AXISBANK.NS,0,728.7,0,39.34
2022-08-29,sell,GRASIM.NS,0,1664.05,0,39.34
2022-08-29,sell,HINDALCO.NS,0,430.2,0,39.34
2022-08-29,sell,BAJFINANCE.NS,0,6964.35,0,39.34
2022-08-29,sell,DRREDDY.NS,0,4210.15,0,39.34
2022-08-29,buy,WIPRO.NS,0,404.35,296,39.34
2022-08-29,buy,SBIN.NS,0,514.85,287,39.34
2022-08-29,buy,UPL.NS,0,750.45,292,39.34
2022-08-29,buy,LT.NS,0,1881.5,300,39.34
2022-08-29,buy,EICHERMOT.NS,0,3291.6,296,39.34
2022-08-29,buy,M&M.NS,0,1276.8,299,39.34
2022-08-29,buy,MARUTI.NS,0,8834.2,299,39.34
2022-08-29,buy,NTPC.NS,0,160.95,295,39.34
2022-08-29,buy,POWERGRID.NS,0,227.05,298,39.34
2022-08-29,buy,RELIANCE.NS,0,2597.65,290,39.34
2022-08-29,buy,CIPLA.NS,0,1017.3,299,39.34
2022-08-29,buy,BHARTIARTL.NS,0,720.6,284,39.34
2022-08-29,buy,TATASTEEL.NS,0,104.85,298,39.34
2022-08-29,buy,BAJAJ-AUTO.NS,0,4030.05,297,39.34
2022-08-29,buy,SUNPHARMA.NS,0,879.25,293,39.34
2022-08-29,buy,BAJAJFINSV.NS,0,16086.4,296,39.34
2022-08-29,buy,TECHM.NS,0,1035.55,292,39.34
2022-08-29,buy,TATACONSUM.NS,0,806.15,299,39.34
2022-08-29,buy,ICICIBANK.NS,0,855.85,289,39.34
2022-08-30,sell,ASIANPAINT.NS,0,3391.6,0,39.34
2022-08-30,sell,ULTRACEMCO.NS,0,6677.85,0,39.34
2022-08-30,sell,TITAN.NS,0,2604.65,0,39.34
2022-08-30,sell,TCS.NS,0,3211.15,0,39.34
2022-08-30,sell,TATAMOTORS.NS,0,471.1,0,39.34
2022-08-30,sell,SHREECEM.NS,0,22073.1,0,39.34
2022-08-30,sell,ONGC.NS,0,138.6,0,39.34
2022-08-30,sell,NESTLEIND.NS,0,19925.85,0,39.34
2022-08-30,sell,LUPIN.NS,0,669.1,0,39.34
2022-08-30,sell,KOTAKBANK.NS,0,1915.45,0,39.34
2022-08-30,sell,ITC.NS,0,320.5,0,39.34
2022-08-30,sell,IOC.NS,0,71.5,0,39.34
2022-08-30,sell,INFY.NS,0,1492.95,0,39.34
2022-08-30,sell,INDUSINDBK.NS,0,1107.45,0,39.34
2022-08-30,sell,HINDUNILVR.NS,0,2659.85,0,39.34
2022-08-30,sell,JSWSTEEL.NS,0,666.9,0,39.34
2022-08-30,sell,HEROMOTOCO.NS,0,2837.7,0,39.34
2022-08-30,sell,HDFCBANK.NS,0,1486.1,0,39.34
2022-08-30,sell,HDFC.NS,0,2446.4,0,39.34
2022-08-30,sell,HCLTECH.NS,0,938.95,0,39.34
2022-08-30,sell,AXISBANK.NS,0,751.5,0,39.34
2022-08-30,sell,GRASIM.NS,0,1678.65,0,39.34
2022-08-30,sell,HINDALCO.NS,0,439.0,0,39.34
2022-08-30,sell,BAJFINANCE.NS,0,7306.25,0,39.34
2022-08-30,sell,DRREDDY.NS,0,4245.05,0,39.34
2022-08-30,buy,WIPRO.NS,0,413.55,296,39.34
2022-08-30,buy,SBIN.NS,0,531.25,287,39.34
2022-08-30,buy,UPL.NS,0,769.25,292,39.34
2022-08-30,buy,LT.NS,0,1922.5,300,39.34
2022-08-30,buy,EICHERMOT.NS,0,3358.75,296,39.34
2022-08-30,buy,M&M.NS,0,1308.7,299,39.34
2022-08-30,buy,MARUTI.NS,0,9082.25,299,39.34
2022-08-30,buy,NTPC.NS,0,164.0,295,39.34
2022-08-30,buy,POWERGRID.NS,0,229.6,298,39.34
2022-08-30,buy,RELIANCE.NS,0,2637.95,290,39.34
2022-08-30,buy,CIPLA.NS,0,1038.45,299,39.34
2022-08-30,buy,BHARTIARTL.NS,0,726.6,284,39.34
2022-08-30,buy,TATASTEEL.NS,0,108.3,298,39.34
2022-08-30,buy,BAJAJ-AUTO.NS,0,4084.85,297,39.34
2022-08-30,buy,SUNPHARMA.NS,0,893.05,293,39.34
2022-08-30,buy,BAJAJFINSV.NS,0,16962.15,296,39.34
2022-08-30,buy,TECHM.NS,0,1076.1,292,39.34
2022-08-30,buy,TATACONSUM.NS,0,809.65,299,39.34
2022-08-30,buy,ICICIBANK.NS,0,887.3,289,39.34
2022-09-01,sell,ASIANPAINT.NS,0,3446.55,0,39.34
2022-09-01,sell,ULTRACEMCO.NS,0,6632.5,0,39.34
2022-09-01,sell,TITAN.NS,0,2622.0,0,39.34
2022-09-01,sell,TCS.NS,0,3131.7,0,39.34
2022-09-01,sell,TATAMOTORS.NS,0,466.9,0,39.34
2022-09-01,sell,SHREECEM.NS,0,21586.15,0,39.34
2022-09-01,sell,ONGC.NS,0,134.7,0,39.34
2022-09-01,sell,NESTLEIND.NS,0,19732.95,0,39.34
2022-09-01,sell,LUPIN.NS,0,660.7,0,39.34
2022-09-01,sell,KOTAKBANK.NS,0,1902.85,0,39.34
2022-09-01,sell,ITC.NS,0,317.6,0,39.34
2022-09-01,sell,IOC.NS,0,71.15,0,39.34
2022-09-01,sell,INFY.NS,0,1464.2,0,39.34
2022-09-01,sell,INDUSINDBK.NS,0,1111.4,0,39.34
2022-09-01,sell,HINDUNILVR.NS,0,2606.0,0,39.34
2022-09-01,sell,JSWSTEEL.NS,0,661.6,0,39.34
2022-09-01,sell,HEROMOTOCO.NS,0,2876.65,0,39.34
2022-09-01,sell,HDFCBANK.NS,0,1472.15,0,39.34
2022-09-01,sell,HDFC.NS,0,2404.2,0,39.34
2022-09-01,sell,HCLTECH.NS,0,926.05,0,39.34
2022-09-01,sell,AXISBANK.NS,0,744.15,0,39.34
2022-09-01,sell,GRASIM.NS,0,1685.0,0,39.34
2022-09-01,sell,HINDALCO.NS,0,421.95,0,39.34
2022-09-01,sell,BAJFINANCE.NS,0,7181.3,0,39.34
2022-09-01,sell,DRREDDY.NS,0,4202.1,0,39.34
2022-09-01,buy,WIPRO.NS,0,410.45,296,39.34
2022-09-01,buy,SBIN.NS,0,533.3,287,39.34
2022-09-01,buy,UPL.NS,0,756.45,292,39.34
2022-09-01,buy,LT.NS,0,1912.95,300,39.34
2022-09-01,buy,EICHERMOT.NS,0,3411.6,296,39.34
2022-09-01,buy,M&M.NS,0,1312.05,299,39.34
2022-09-01,buy,MARUTI.NS,0,9024.5,299,39.34
2022-09-01,buy,NTPC.NS,0,160.7,295,39.34
2022-09-01,buy,POWERGRID.NS,0,226.1,298,39.34
2022-09-01,buy,RELIANCE.NS,0,2560.4,290,39.34
2022-09-01,buy,CIPLA.NS,0,1023.0,299,39.34
2022-09-01,buy,BHARTIARTL.NS,0,735.05,284,39.34
2022-09-01,buy,TATASTEEL.NS,0,106.4,298,39.34
2022-09-01,buy,BAJAJ-AUTO.NS,0,4076.3,297,39.34
2022-09-01,buy,SUNPHARMA.NS,0,871.85,293,39.34
2022-09-01,buy,BAJAJFINSV.NS,0,17406.4,296,39.34
2022-09-01,buy,TECHM.NS,0,1052.9,292,39.34
2022-09-01,buy,TATACONSUM.NS,0,838.4,299,39.34
2022-09-01,buy,ICICIBANK.NS,0,874.35,289,39.34
2022-09-02,sell,ASIANPAINT.NS,0,3431.05,0,39.34
2022-09-02,sell,ULTRACEMCO.NS,0,6577.5,0,39.34
2022-09-02,sell,TITAN.NS,0,2612.6,0,39.34
2022-09-02,sell,TCS.NS,0,3130.4,0,39.34
2022-09-02,sell,TATAMOTORS.NS,0,461.75,0,39.34
2022-09-02,sell,SHREECEM.NS,0,21088.4,0,39.34
2022-09-02,sell,ONGC.NS,0,132.75,0,39.34
2022-09-02,sell,NESTLEIND.NS,0,19561.8,0,39.34
2022-09-02,sell,LUPIN.NS,0,653.7,0,39.34
2022-09-02,sell,KOTAKBANK.NS,0,1918.85,0,39.34
2022-09-02,sell,ITC.NS,0,323.15,0,39.34
2022-09-02,sell,IOC.NS,0,71.3,0,39.34
2022-09-02,sell,INFY.NS,0,1453.0,0,39.34
2022-09-02,sell,INDUSINDBK.NS,0,1100.75,0,39.34
2022-09-02,sell,HINDUNILVR.NS,0,2603.6,0,39.34
2022-09-02,sell,JSWSTEEL.NS,0,661.4,0,39.34
2022-09-02,sell,HEROMOTOCO.NS,0,2825.15,0,39.34
2022-09-02,sell,HDFCBANK.NS,0,1485.5,0,39.34
2022-09-02,sell,HDFC.NS,0,2444.35,0,39.34
2022-09-02,sell,HCLTECH.NS,0,924.45,0,39.34
2022-09-02,sell,AXISBANK.NS,0,750.2,0,39.34
2022-09-02,sell,GRASIM.NS,0,1687.9,0,39.34
2022-09-02,sell,HINDALCO.NS,0,414.9,0,39.34
2022-09-02,sell,BAJFINANCE.NS,0,7190.35,0,39.34
2022-09-02,sell,DRREDDY.NS,0,4189.95,0,39.34
2022-09-02,buy,WIPRO.NS,0,407.7,296,39.34
2022-09-02,buy,SBIN.NS,0,536.7,287,39.34
2022-09-02,buy,UPL.NS,0,745.8,292,39.34
2022-09-02,buy,LT.NS,0,1940.5,300,39.34
2022-09-02,buy,EICHERMOT.NS,0,3422.1,296,39.34
2022-09-02,buy,M&M.NS,0,1315.95,299,39.34
2022-09-02,buy,MARUTI.NS,0,8919.6,299,39.34
2022-09-02,buy,NTPC.NS,0,161.8,295,39.34
2022-09-02,buy,POWERGRID.NS,0,224.2,298,39.34
2022-09-02,buy,RELIANCE.NS,0,2530.5,290,39.34
2022-09-02,buy,CIPLA.NS,0,1015.6,299,39.34
2022-09-02,buy,BHARTIARTL.NS,0,735.0,284,39.34
2022-09-02,buy,TATASTEEL.NS,0,105.5,298,39.34
2022-09-02,buy,BAJAJ-AUTO.NS,0,4030.9,297,39.34
2022-09-02,buy,SUNPHARMA.NS,0,869.55,293,39.34
2022-09-02,buy,BAJAJFINSV.NS,0,17329.25,296,39.34
2022-09-02,buy,TECHM.NS,0,1056.4,292,39.34
2022-09-02,buy,TATACONSUM.NS,0,833.7,299,39.34
2022-09-02,buy,ICICIBANK.NS,0,872.4,289,39.34
2022-09-05,sell,ASIANPAINT.NS,0,3424.8,0,39.34
2022-09-05,sell,ULTRACEMCO.NS,0,6521.95,0,39.34
2022-09-05,sell,TITAN.NS,0,2627.35,0,39.34
2022-09-05,sell,TCS.NS,0,3133.4,0,39.34
2022-09-05,sell,TATAMOTORS.NS,0,459.0,0,39.34
2022-09-05,sell,SHREECEM.NS,0,21293.65,0,39.34
2022-09-05,sell,ONGC.NS,0,133.4,0,39.34
2022-09-05,sell,NESTLEIND.NS,0,19259.7,0,39.34
2022-09-05,sell,LUPIN.NS,0,653.15,0,39.34
2022-09-05,sell,KOTAKBANK.NS,0,1937.9,0,39.34
2022-09-05,sell,ITC.NS,0,328.85,0,39.34
2022-09-05,sell,IOC.NS,0,70.95,0,39.34
2022-09-05,sell,INFY.NS,0,1461.3,0,39.34
2022-09-05,sell,INDUSINDBK.NS,0,1108.0,0,39.34
2022-09-05,sell,HINDUNILVR.NS,0,2600.6,0,39.34
2022-09-05,sell,JSWSTEEL.NS,0,681.95,0,39.34
2022-09-05,sell,HEROMOTOCO.NS,0,2842.05,0,39.34
2022-09-05,sell,HDFCBANK.NS,0,1495.05,0,39.34
2022-09-05,sell,HDFC.NS,0,2456.25,0,39.34
2022-09-05,sell,HCLTECH.NS,0,936.0,0,39.34
2022-09-05,sell,AXISBANK.NS,0,756.1,0,39.34
2022-09-05,sell,GRASIM.NS,0,1710.75,0,39.34
2022-09-05,sell,HINDALCO.NS,0,429.3,0,39.34
2022-09-05,sell,BAJFINANCE.NS,0,7196.2,0,39.34
2022-09-05,sell,DRREDDY.NS,0,4214.25,0,39.34
2022-09-05,buy,WIPRO.NS,0,405.5,296,39.34
2022-09-05,buy,SBIN.NS,0,538.9,287,39.34
2022-09-05,buy,UPL.NS,0,746.85,292,39.34
2022-09-05,buy,LT.NS,0,1968.35,300,39.34
2022-09-05,buy,EICHERMOT.NS,0,3400.5,296,39.34
2022-09-05,buy,M&M.NS,0,1320.55,299,39.34
2022-09-05,buy,MARUTI.NS,0,8950.05,299,39.34
2022-09-05,buy,NTPC.NS,0,164.5,295,39.34
2022-09-05,buy,POWERGRID.NS,0,223.4,298,39.34
2022-09-05,buy,RELIANCE.NS,0,2569.8,290,39.34
2022-09-05,buy,CIPLA.NS,0,1025.65,299,39.34
2022-09-05,buy,BHARTIARTL.NS,0,740.4,284,39.34
2022-09-05,buy,TATASTEEL.NS,0,106.9,298,39.34
2022-09-05,buy,BAJAJ-AUTO.NS,0,3956.65,297,39.34
2022-09-05,buy,SUNPHARMA.NS,0,884.6,293,39.34
2022-09-05,buy,BAJAJFINSV.NS,0,17376.1,296,39.34
2022-09-05,buy,TECHM.NS,0,1065.05,292,39.34
2022-09-05,buy,TATACONSUM.NS,0,837.45,299,39.34
2022-09-05,buy,ICICIBANK.NS,0,882.45,289,39.34
2022-09-06,sell,ASIANPAINT.NS,0,3395.25,0,39.34
2022-09-06,sell,ULTRACEMCO.NS,0,6495.5,0,39.34
2022-09-06,sell,TITAN.NS,0,2631.65,0,39.34
2022-09-06,sell,TCS.NS,0,3127.05,0,39.34
2022-09-06,sell,TATAMOTORS.NS,0,457.75,0,39.34
2022-09-06,sell,SHREECEM.NS,0,21654.35,0,39.34
2022-09-06,sell,ONGC.NS,0,132.1,0,39.34
2022-09-06,sell,NESTLEIND.NS,0,19041.9,0,39.34
2022-09-06,sell,LUPIN.NS,0,652.55,0,39.34
2022-09-06,sell,KOTAKBANK.NS,0,1915.7,0,39.34
2022-09-06,sell,ITC.NS,0,327.15,0,39.34
2022-09-06,sell,IOC.NS,0,70.7,0,39.34
2022-09-06,sell,INFY.NS,0,1455.1,0,39.34
2022-09-06,sell,INDUSINDBK.NS,0,1108.8,0,39.34
2022-09-06,sell,HINDUNILVR.NS,0,2573.1,0,39.34
2022-09-06,sell,JSWSTEEL.NS,0,684.55,0,39.34
2022-09-06,sell,HEROMOTOCO.NS,0,2866.55,0,39.34
2022-09-06,sell,HDFCBANK.NS,0,1489.35,0,39.34
2022-09-06,sell,HDFC.NS,0,2448.5,0,39.34
2022-09-06,sell,HCLTECH.NS,0,937.8,0,39.34
2022-09-06,sell,AXISBANK.NS,0,750.0,0,39.34
2022-09-06,sell,GRASIM.NS,0,1723.05,0,39.34
2022-09-06,sell,HINDALCO.NS,0,430.95,0,39.34
2022-09-06,sell,BAJFINANCE.NS,0,7119.35,0,39.34
2022-09-06,sell,DRREDDY.NS,0,4239.2,0,39.34
2022-09-06,buy,WIPRO.NS,0,404.45,296,39.34
2022-09-06,buy,SBIN.NS,0,537.8,287,39.34
2022-09-06,buy,UPL.NS,0,738.1,292,39.34
2022-09-06,buy,LT.NS,0,1962.3,300,39.34
2022-09-06,buy,EICHERMOT.NS,0,3410.35,296,39.34
2022-09-06,buy,M&M.NS,0,1306.4,299,39.34
2022-09-06,buy,MARUTI.NS,0,8888.75,299,39.34
2022-09-06,buy,NTPC.NS,0,168.45,295,39.34
2022-09-06,buy,POWERGRID.NS,0,225.05,298,39.34
2022-09-06,buy,RELIANCE.NS,0,2596.85,290,39.34
2022-09-06,buy,CIPLA.NS,0,1040.85,299,39.34
2022-09-06,buy,BHARTIARTL.NS,0,761.25,284,39.34
2022-09-06,buy,TATASTEEL.NS,0,108.6,298,39.34
2022-09-06,buy,BAJAJ-AUTO.NS,0,3929.4,297,39.34
2022-09-06,buy,SUNPHARMA.NS,0,887.75,293,39.34
2022-09-06,buy,BAJAJFINSV.NS,0,16968.95,296,39.34
2022-09-06,buy,TECHM.NS,0,1063.7,292,39.34
2022-09-06,buy,TATACONSUM.NS,0,818.25,299,39.34
2022-09-06,buy,ICICIBANK.NS,0,883.65,289,39.34
2022-09-07,sell,ASIANPAINT.NS,0,3400.35,0,39.34
2022-09-07,sell,ULTRACEMCO.NS,0,6770.8,0,39.34
2022-09-07,sell,TITAN.NS,0,2637.75,0,39.34
2022-09-07,sell,TCS.NS,0,3149.6,0,39.34
2022-09-07,sell,TATAMOTORS.NS,0,445.85,0,39.34
2022-09-07,sell,SHREECEM.NS,0,23181.05,0,39.34
2022-09-07,sell,ONGC.NS,0,132.5,0,39.34
2022-09-07,sell,NESTLEIND.NS,0,19179.3,0,39.34
2022-09-07,sell,LUPIN.NS,0,666.3,0,39.34
2022-09-07,sell,KOTAKBANK.NS,0,1908.25,0,39.34
2022-09-07,sell,ITC.NS,0,326.1,0,39.34
2022-09-07,sell,IOC.NS,0,71.4,0,39.34
2022-09-07,sell,INFY.NS,0,1457.65,0,39.34
2022-09-07,sell,INDUSINDBK.NS,0,1089.95,0,39.34
2022-09-07,sell,HINDUNILVR.NS,0,2564.6,0,39.34
2022-09-07,sell,JSWSTEEL.NS,0,684.6,0,39.34
2022-09-07,sell,HEROMOTOCO.NS,0,2854.75,0,39.34
2022-09-07,sell,HDFCBANK.NS,0,1482.3,0,39.34
2022-09-07,sell,HDFC.NS,0,2427.8,0,39.34
2022-09-07,sell,HCLTECH.NS,0,931.7,0,39.34
2022-09-07,sell,AXISBANK.NS,0,755.4,0,39.34
2022-09-07,sell,GRASIM.NS,0,1750.15,0,39.34
2022-09-07,sell,HINDALCO.NS,0,432.85,0,39.34
2022-09-07,sell,BAJFINANCE.NS,0,7166.5,0,39.34
2022-09-07,sell,DRREDDY.NS,0,4249.3,0,39.34
2022-09-07,buy,WIPRO.NS,0,407.45,296,39.34
2022-09-07,buy,SBIN.NS,0,532.85,287,39.34
2022-09-07,buy,UPL.NS,0,741.1,292,39.34
2022-09-07,buy,LT.NS,0,1958.1,300,39.34
2022-09-07,buy,EICHERMOT.NS,0,3383.65,296,39.34
2022-09-07,buy,M&M.NS,0,1289.7,299,39.34
2022-09-07,buy,MARUTI.NS,0,8784.9,299,39.34
2022-09-07,buy,NTPC.NS,0,167.3,295,39.34
2022-09-07,buy,POWERGRID.NS,0,224.4,298,39.34
2022-09-07,buy,RELIANCE.NS,0,2581.75,290,39.34
2022-09-07,buy,CIPLA.NS,0,1051.5,299,39.34
2022-09-07,buy,BHARTIARTL.NS,0,753.1,284,39.34
2022-09-07,buy,TATASTEEL.NS,0,107.6,298,39.34
2022-09-07,buy,BAJAJ-AUTO.NS,0,3845.65,297,39.34
2022-09-07,buy,SUNPHARMA.NS,0,893.75,293,39.34
2022-09-07,buy,BAJAJFINSV.NS,0,17055.6,296,39.34
2022-09-07,buy,TECHM.NS,0,1055.85,292,39.34
2022-09-07,buy,TATACONSUM.NS,0,825.1,299,39.34
2022-09-07,buy,ICICIBANK.NS,0,876.2,289,39.34
2022-09-08,sell,ASIANPAINT.NS,0,3450.15,0,39.34
2022-09-08,sell,ULTRACEMCO.NS,0,6919.65,0,39.34
2022-09-08,sell,TITAN.NS,0,2626.7,0,39.34
2022-09-08,sell,TCS.NS,0,3169.65,0,39.34
2022-09-08,sell,TATAMOTORS.NS,0,442.2,0,39.34
2022-09-08,sell,SHREECEM.NS,0,24458.45,0,39.34
2022-09-08,sell,ONGC.NS,0,131.85,0,39.34
2022-09-08,sell,NESTLEIND.NS,0,19123.75,0,39.34
2022-09-08,sell,LUPIN.NS,0,666.75,0,39.34
2022-09-08,sell,KOTAKBANK.NS,0,1930.05,0,39.34
2022-09-08,sell,ITC.NS,0,329.9,0,39.34
2022-09-08,sell,IOC.NS,0,73.05,0,39.34
2022-09-08,sell,INFY.NS,0,1475.9,0,39.34
2022-09-08,sell,INDUSINDBK.NS,0,1108.3,0,39.34
2022-09-08,sell,HINDUNILVR.NS,0,2577.15,0,39.34
